merchant_id,merchant_category,total_transactions,total_payment_volume,avg_transaction_amount,failed_transactions,fraud_transactions,chargeback_transactions,failure_rate_pct,fraud_rate_pct,chargeback_rate_pct,merchant_risk_level
MERCH00272,Retail,35,2108.64,60.25,2,1,0,5.71,2.86,0.0,Low Risk
MERCH00712,Retail,36,2107.3,58.54,2,1,1,5.56,2.78,2.78,Medium Risk
MERCH00605,Retail,36,2356.92,65.47,4,1,0,11.11,2.78,0.0,Medium Risk
MERCH00444,Retail,36,1389.8,38.61,3,1,0,8.33,2.78,0.0,Low Risk
MERCH00421,Grocery,20,1237.62,61.88,1,0,2,5.0,0.0,10.0,High Risk
MERCH00383,Retail,20,874.38,43.72,2,0,2,10.0,0.0,10.0,High Risk
MERCH00554,Grocery,21,993.34,47.3,2,0,2,9.52,0.0,9.52,High Risk
MERCH00292,Grocery,21,916.72,43.65,0,0,2,0.0,0.0,9.52,High Risk
MERCH00109,Grocery,21,1070.52,50.98,3,0,2,14.29,0.0,9.52,High Risk
MERCH00549,Grocery,22,967.81,43.99,4,0,2,18.18,0.0,9.09,High Risk
MERCH00238,Electronics,22,803.14,36.51,2,0,2,9.09,0.0,9.09,High Risk
MERCH00203,Restaurant,22,1011.11,45.96,0,0,2,0.0,0.0,9.09,High Risk
MERCH00064,Retail,22,917.92,41.72,3,0,2,13.64,0.0,9.09,High Risk
MERCH00797,Retail,23,1346.75,58.55,1,0,2,4.35,0.0,8.7,High Risk
MERCH00751,Restaurant,23,1373.46,59.72,3,0,2,13.04,0.0,8.7,High Risk
MERCH00432,Retail,23,1751.43,76.15,1,0,2,4.35,0.0,8.7,High Risk
MERCH00332,Retail,23,1132.56,49.24,3,0,2,13.04,0.0,8.7,High Risk
MERCH00310,Restaurant,23,1336.85,58.12,0,0,2,0.0,0.0,8.7,High Risk
MERCH00775,Restaurant,24,1825.07,76.04,2,0,2,8.33,0.0,8.33,High Risk
MERCH00596,Restaurant,24,1096.81,45.7,2,0,2,8.33,0.0,8.33,High Risk
MERCH00145,Grocery,24,1823.7,75.99,1,0,2,4.17,0.0,8.33,High Risk
MERCH00074,Retail,24,1453.03,60.54,1,0,2,4.17,0.0,8.33,High Risk
MERCH00615,Retail,25,1445.4,57.82,0,0,2,0.0,0.0,8.0,High Risk
MERCH00541,Grocery,27,1413.83,52.36,1,0,2,3.7,0.0,7.41,High Risk
MERCH00098,Grocery,27,1445.44,53.53,2,0,2,7.41,0.0,7.41,High Risk
MERCH00209,Retail,28,1653.83,59.07,2,0,2,7.14,0.0,7.14,High Risk
MERCH00739,Retail,32,1574.75,49.21,1,0,2,3.13,0.0,6.25,High Risk
MERCH00276,Retail,35,1995.81,57.02,3,0,2,8.57,0.0,5.71,High Risk
MERCH00797,Grocery,20,1226.12,61.31,2,0,1,10.0,0.0,5.0,High Risk
MERCH00795,Restaurant,20,1054.48,52.72,0,0,1,0.0,0.0,5.0,High Risk
MERCH00790,Grocery,20,810.21,40.51,3,0,1,15.0,0.0,5.0,High Risk
MERCH00751,Grocery,20,903.18,45.16,1,0,1,5.0,0.0,5.0,High Risk
MERCH00721,Grocery,20,1119.3,55.96,0,0,1,0.0,0.0,5.0,High Risk
MERCH00695,Retail,20,571.32,28.57,1,0,1,5.0,0.0,5.0,High Risk
MERCH00613,Restaurant,20,950.19,47.51,0,0,1,0.0,0.0,5.0,High Risk
MERCH00610,Grocery,20,1014.87,50.74,1,0,1,5.0,0.0,5.0,High Risk
MERCH00578,Grocery,20,1275.51,63.78,1,0,1,5.0,0.0,5.0,High Risk
MERCH00516,Grocery,20,1712.27,85.61,1,0,1,5.0,0.0,5.0,High Risk
MERCH00418,Grocery,20,739.04,36.95,2,0,1,10.0,0.0,5.0,High Risk
MERCH00409,Retail,20,1144.7,57.23,0,0,1,0.0,0.0,5.0,High Risk
MERCH00397,Restaurant,20,887.72,44.39,0,0,1,0.0,0.0,5.0,High Risk
MERCH00333,Restaurant,20,1361.01,68.05,0,0,1,0.0,0.0,5.0,High Risk
MERCH00324,Retail,20,1029.7,51.48,3,0,1,15.0,0.0,5.0,High Risk
MERCH00204,Grocery,20,1014.19,50.71,1,0,1,5.0,0.0,5.0,High Risk
MERCH00149,Retail,20,619.19,30.96,0,0,1,0.0,0.0,5.0,High Risk
MERCH00018,Retail,20,1760.2,88.01,3,0,1,15.0,0.0,5.0,High Risk
MERCH00752,Retail,21,778.57,37.07,0,0,1,0.0,0.0,4.76,High Risk
MERCH00726,Retail,21,1305.54,62.17,2,0,1,9.52,0.0,4.76,High Risk
MERCH00719,Retail,21,1141.64,54.36,1,0,1,4.76,0.0,4.76,High Risk
MERCH00712,Restaurant,21,922.85,43.95,1,0,1,4.76,0.0,4.76,High Risk
MERCH00699,Retail,21,1162.74,55.37,1,0,1,4.76,0.0,4.76,High Risk
MERCH00640,Grocery,21,1211.83,57.71,0,0,1,0.0,0.0,4.76,High Risk
MERCH00611,Retail,21,1198.34,57.06,2,0,1,9.52,0.0,4.76,High Risk
MERCH00604,Grocery,21,954.08,45.43,2,0,1,9.52,0.0,4.76,High Risk
MERCH00524,Retail,21,1094.42,52.12,2,0,1,9.52,0.0,4.76,High Risk
MERCH00518,Retail,21,596.56,28.41,1,0,1,4.76,0.0,4.76,High Risk
MERCH00509,Grocery,21,859.95,40.95,0,0,1,0.0,0.0,4.76,High Risk
MERCH00416,Restaurant,21,793.31,37.78,2,0,1,9.52,0.0,4.76,High Risk
MERCH00395,Restaurant,21,1340.15,63.82,0,0,1,0.0,0.0,4.76,High Risk
MERCH00368,Restaurant,21,984.88,46.9,0,0,1,0.0,0.0,4.76,High Risk
MERCH00296,Restaurant,21,1410.27,67.16,4,0,1,19.05,0.0,4.76,High Risk
MERCH00257,Retail,21,1003.44,47.78,1,0,1,4.76,0.0,4.76,High Risk
MERCH00243,Restaurant,21,1717.07,81.77,2,0,1,9.52,0.0,4.76,High Risk
MERCH00172,Travel,21,1139.28,54.25,2,0,1,9.52,0.0,4.76,High Risk
MERCH00137,Fuel,21,954.64,45.46,0,0,1,0.0,0.0,4.76,High Risk
MERCH00057,Retail,21,1490.71,70.99,2,0,1,9.52,0.0,4.76,High Risk
MERCH00007,Retail,21,920.46,43.83,1,0,1,4.76,0.0,4.76,High Risk
MERCH00794,Retail,22,1186.65,53.94,1,0,1,4.55,0.0,4.55,High Risk
MERCH00654,Retail,22,775.92,35.27,3,0,1,13.64,0.0,4.55,High Risk
MERCH00570,Retail,22,1335.67,60.71,2,0,1,9.09,0.0,4.55,High Risk
MERCH00529,Grocery,22,1137.63,51.71,2,0,1,9.09,0.0,4.55,High Risk
MERCH00492,Fuel,22,1514.03,68.82,1,0,1,4.55,0.0,4.55,High Risk
MERCH00485,Restaurant,22,1199.71,54.53,1,0,1,4.55,0.0,4.55,High Risk
MERCH00465,Grocery,22,997.31,45.33,2,0,1,9.09,0.0,4.55,High Risk
MERCH00340,Retail,22,1011.62,45.98,0,0,1,0.0,0.0,4.55,High Risk
MERCH00291,Grocery,22,982.07,44.64,1,0,1,4.55,0.0,4.55,High Risk
MERCH00264,Restaurant,22,1838.7,83.58,2,0,1,9.09,0.0,4.55,High Risk
MERCH00249,Fuel,22,1437.01,65.32,2,0,1,9.09,0.0,4.55,High Risk
MERCH00197,Retail,22,974.86,44.31,4,0,1,18.18,0.0,4.55,High Risk
MERCH00193,Restaurant,22,1339.98,60.91,0,0,1,0.0,0.0,4.55,High Risk
MERCH00785,Retail,23,1644.12,71.48,2,0,1,8.7,0.0,4.35,High Risk
MERCH00732,Grocery,23,1029.96,44.78,3,0,1,13.04,0.0,4.35,High Risk
MERCH00708,Grocery,23,1155.75,50.25,1,0,1,4.35,0.0,4.35,High Risk
MERCH00579,Restaurant,23,719.37,31.28,0,0,1,0.0,0.0,4.35,High Risk
MERCH00419,Retail,23,1260.97,54.82,2,0,1,8.7,0.0,4.35,High Risk
MERCH00413,Retail,23,1437.99,62.52,2,0,1,8.7,0.0,4.35,High Risk
MERCH00325,Retail,23,1480.19,64.36,2,0,1,8.7,0.0,4.35,High Risk
MERCH00288,Retail,23,755.88,32.86,3,0,1,13.04,0.0,4.35,High Risk
MERCH00254,Restaurant,23,1540.73,66.99,1,0,1,4.35,0.0,4.35,High Risk
MERCH00195,Grocery,23,1170.44,50.89,0,0,1,0.0,0.0,4.35,High Risk
MERCH00179,Retail,23,1255.85,54.6,2,0,1,8.7,0.0,4.35,High Risk
MERCH00772,Grocery,24,1630.66,67.94,0,0,1,0.0,0.0,4.17,High Risk
MERCH00729,Grocery,24,1444.73,60.2,2,0,1,8.33,0.0,4.17,High Risk
MERCH00672,Retail,24,1241.83,51.74,2,0,1,8.33,0.0,4.17,High Risk
MERCH00668,Retail,24,1015.45,42.31,0,0,1,0.0,0.0,4.17,High Risk
MERCH00599,Grocery,24,1704.09,71.0,1,0,1,4.17,0.0,4.17,High Risk
MERCH00576,Retail,24,1191.16,49.63,1,0,1,4.17,0.0,4.17,High Risk
MERCH00561,Retail,24,1177.3,49.05,3,0,1,12.5,0.0,4.17,High Risk
MERCH00497,Grocery,24,1135.15,47.3,1,0,1,4.17,0.0,4.17,High Risk
MERCH00466,Retail,24,1328.88,55.37,2,0,1,8.33,0.0,4.17,High Risk
MERCH00369,Retail,24,1212.33,50.51,0,0,1,0.0,0.0,4.17,High Risk
MERCH00341,Grocery,24,1275.12,53.13,2,0,1,8.33,0.0,4.17,High Risk
MERCH00203,Retail,24,1297.81,54.08,1,0,1,4.17,0.0,4.17,High Risk
MERCH00199,Restaurant,24,1084.15,45.17,0,0,1,0.0,0.0,4.17,High Risk
MERCH00199,Grocery,24,1204.27,50.18,1,0,1,4.17,0.0,4.17,High Risk
MERCH00186,Retail,24,1727.25,71.97,0,0,1,0.0,0.0,4.17,High Risk
MERCH00162,Retail,24,808.26,33.68,2,0,1,8.33,0.0,4.17,High Risk
MERCH00014,Restaurant,24,1424.81,59.37,1,0,1,4.17,0.0,4.17,High Risk
MERCH00013,Retail,24,1657.64,69.07,1,0,1,4.17,0.0,4.17,High Risk
MERCH00610,Retail,25,1396.43,55.86,1,0,1,4.0,0.0,4.0,High Risk
MERCH00537,Retail,25,959.81,38.39,1,0,1,4.0,0.0,4.0,High Risk
MERCH00476,Restaurant,25,1236.42,49.46,1,0,1,4.0,0.0,4.0,High Risk
MERCH00098,Restaurant,25,1338.72,53.55,1,0,1,4.0,0.0,4.0,High Risk
MERCH00447,Retail,26,1483.53,57.06,1,0,1,3.85,0.0,3.85,Medium Risk
MERCH00302,Retail,26,1277.75,49.14,2,0,1,7.69,0.0,3.85,Medium Risk
MERCH00290,Retail,26,1588.33,61.09,2,0,1,7.69,0.0,3.85,Medium Risk
MERCH00199,Retail,26,1274.16,49.01,0,0,1,0.0,0.0,3.85,Medium Risk
MERCH00188,Restaurant,26,1709.03,65.73,3,0,1,11.54,0.0,3.85,Medium Risk
MERCH00133,Retail,26,1266.89,48.73,1,0,1,3.85,0.0,3.85,Medium Risk
MERCH00058,Retail,26,1507.4,57.98,1,0,1,3.85,0.0,3.85,Medium Risk
MERCH00045,Retail,26,1400.86,53.88,2,0,1,7.69,0.0,3.85,Medium Risk
MERCH00349,Retail,27,1536.15,56.89,2,0,1,7.41,0.0,3.7,Medium Risk
MERCH00213,Retail,27,1540.55,57.06,1,0,1,3.7,0.0,3.7,Medium Risk
MERCH00722,Retail,28,1832.28,65.44,1,0,1,3.57,0.0,3.57,Medium Risk
MERCH00474,Retail,28,1898.27,67.8,3,0,1,10.71,0.0,3.57,Medium Risk
MERCH00429,Retail,28,2069.22,73.9,0,0,1,0.0,0.0,3.57,Medium Risk
MERCH00414,Restaurant,28,2021.76,72.21,3,0,1,10.71,0.0,3.57,Medium Risk
MERCH00113,Restaurant,28,1681.1,60.04,3,0,1,10.71,0.0,3.57,Medium Risk
MERCH00587,Retail,30,1207.73,40.26,3,0,1,10.0,0.0,3.33,Medium Risk
MERCH00595,Retail,31,1898.72,61.25,3,0,1,9.68,0.0,3.23,Medium Risk
MERCH00151,Retail,31,2535.04,81.78,1,0,1,3.23,0.0,3.23,Medium Risk
MERCH00267,Retail,32,1557.38,48.67,2,0,1,6.25,0.0,3.13,Medium Risk
MERCH00787,Retail,33,1822.64,55.23,0,0,1,0.0,0.0,3.03,Medium Risk
MERCH00442,Retail,33,1137.58,34.47,4,0,1,12.12,0.0,3.03,Medium Risk
MERCH00735,Retail,35,2152.94,61.51,6,0,1,17.14,0.0,2.86,High Risk
MERCH00796,Retail,29,2008.04,69.24,3,0,0,10.34,0.0,0.0,Medium Risk
MERCH00796,Grocery,21,1023.6,48.74,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00793,Grocery,20,1036.9,51.85,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00787,Fuel,21,1094.03,52.1,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00786,Retail,30,2174.76,72.49,3,0,0,10.0,0.0,0.0,Medium Risk
MERCH00782,Retail,23,1061.5,46.15,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00781,Restaurant,21,1054.75,50.23,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00778,Grocery,22,1233.05,56.05,4,0,0,18.18,0.0,0.0,High Risk
MERCH00777,Retail,21,903.57,43.03,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00775,Grocery,21,710.66,33.84,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00774,Retail,25,1383.7,55.35,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00774,Restaurant,21,1620.29,77.16,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00774,Grocery,24,1836.58,76.52,3,0,0,12.5,0.0,0.0,Medium Risk
MERCH00771,Retail,20,932.08,46.6,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00771,Grocery,20,1152.46,57.62,3,0,0,15.0,0.0,0.0,High Risk
MERCH00767,Retail,22,901.24,40.97,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00767,Grocery,24,1507.66,62.82,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00765,Grocery,21,930.06,44.29,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00758,Retail,22,1293.04,58.77,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00756,Retail,28,987.73,35.28,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00756,Fuel,23,1642.7,71.42,3,0,0,13.04,0.0,0.0,Medium Risk
MERCH00751,Retail,22,1074.21,48.83,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00750,Retail,20,1205.49,60.27,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00748,Grocery,21,888.33,42.3,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00746,Retail,23,1270.66,55.25,3,0,0,13.04,0.0,0.0,Medium Risk
MERCH00742,Retail,27,1579.29,58.49,3,0,0,11.11,0.0,0.0,Medium Risk
MERCH00733,Grocery,21,1039.93,49.52,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00732,Retail,26,1405.98,54.08,4,0,0,15.38,0.0,0.0,High Risk
MERCH00730,Retail,21,1243.32,59.21,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00728,Grocery,22,1071.0,48.68,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00727,Retail,22,1069.35,48.61,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00727,Restaurant,20,1984.07,99.2,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00724,Restaurant,22,1202.84,54.67,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00723,Retail,25,1139.01,45.56,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00720,Retail,22,1366.61,62.12,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00718,Retail,25,1220.75,48.83,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00717,Retail,25,1049.34,41.97,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00715,Retail,21,1079.62,51.41,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00714,Grocery,21,1172.1,55.81,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00713,Retail,22,1238.15,56.28,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00709,Grocery,22,1218.62,55.39,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00707,Retail,22,1206.18,54.83,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00702,Retail,27,1770.27,65.57,2,0,0,7.41,0.0,0.0,Low Risk
MERCH00700,Restaurant,21,732.25,34.87,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00700,Grocery,25,1192.74,47.71,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00699,Restaurant,24,1262.66,52.61,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00691,Retail,20,972.14,48.61,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00687,Retail,27,1188.42,44.02,3,0,0,11.11,0.0,0.0,Medium Risk
MERCH00687,Restaurant,25,1738.32,69.53,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00685,Retail,28,1838.53,65.66,3,0,0,10.71,0.0,0.0,Medium Risk
MERCH00684,Retail,26,1073.9,41.3,2,0,0,7.69,0.0,0.0,Low Risk
MERCH00684,Restaurant,21,1180.01,56.19,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00683,Restaurant,27,1558.18,57.71,1,0,0,3.7,0.0,0.0,Low Risk
MERCH00682,Retail,26,1180.88,45.42,1,0,0,3.85,0.0,0.0,Low Risk
MERCH00681,Retail,24,1240.8,51.7,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00677,Retail,22,1025.38,46.61,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00673,Retail,22,1019.79,46.35,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00671,Retail,26,1610.54,61.94,1,0,0,3.85,0.0,0.0,Low Risk
MERCH00666,Grocery,21,1386.75,66.04,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00664,Retail,26,784.33,30.17,1,0,0,3.85,0.0,0.0,Low Risk
MERCH00663,Retail,21,1136.99,54.14,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00662,Retail,22,1243.84,56.54,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00658,Subscription,20,1551.65,77.58,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00657,Retail,20,1306.22,65.31,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00653,Retail,27,2109.7,78.14,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00651,Retail,21,1261.81,60.09,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00649,Restaurant,20,835.35,41.77,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00648,Restaurant,24,1126.4,46.93,3,0,0,12.5,0.0,0.0,Medium Risk
MERCH00646,Retail,24,1120.84,46.7,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00645,Retail,21,841.54,40.07,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00645,Grocery,22,1129.78,51.35,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00644,Restaurant,20,1685.04,84.25,5,0,0,25.0,0.0,0.0,High Risk
MERCH00636,Restaurant,23,1086.58,47.24,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00633,Retail,24,1588.42,66.18,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00632,Retail,29,1512.48,52.15,4,0,0,13.79,0.0,0.0,Medium Risk
MERCH00625,Retail,30,1911.34,63.71,4,0,0,13.33,0.0,0.0,Medium Risk
MERCH00624,Retail,29,1162.23,40.08,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00623,Retail,25,1328.6,53.14,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00623,Grocery,21,1081.2,51.49,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00619,Restaurant,20,1364.67,68.23,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00618,Restaurant,23,1371.79,59.64,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00615,Restaurant,20,948.38,47.42,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00611,Restaurant,24,878.15,36.59,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00607,Retail,22,932.61,42.39,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00602,Retail,26,1173.05,45.12,3,0,0,11.54,0.0,0.0,Medium Risk
MERCH00601,Retail,27,1309.76,48.51,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00594,Restaurant,20,1050.96,52.55,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00593,Grocery,25,1213.18,48.53,3,0,0,12.0,0.0,0.0,Medium Risk
MERCH00591,Restaurant,21,1283.46,61.12,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00590,Restaurant,24,1565.87,65.24,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00588,Restaurant,22,1306.16,59.37,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00586,Grocery,20,1467.36,73.37,3,0,0,15.0,0.0,0.0,High Risk
MERCH00579,Retail,26,1523.27,58.59,2,0,0,7.69,0.0,0.0,Low Risk
MERCH00577,Restaurant,22,1284.15,58.37,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00574,Restaurant,23,1283.11,55.79,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00573,Grocery,20,986.2,49.31,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00570,Restaurant,22,1150.2,52.28,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00569,Retail,26,1267.25,48.74,4,0,0,15.38,0.0,0.0,High Risk
MERCH00568,Retail,20,985.97,49.3,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00563,Retail,22,854.55,38.84,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00563,Grocery,20,849.61,42.48,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00559,Retail,25,1281.86,51.27,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00553,Retail,23,1196.11,52.0,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00552,Retail,26,1615.83,62.15,1,0,0,3.85,0.0,0.0,Low Risk
MERCH00551,Retail,22,1439.78,65.44,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00543,Retail,20,823.81,41.19,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00541,Restaurant,20,1189.53,59.48,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00539,Restaurant,26,1444.33,55.55,2,0,0,7.69,0.0,0.0,Low Risk
MERCH00537,Grocery,20,912.27,45.61,3,0,0,15.0,0.0,0.0,High Risk
MERCH00536,Retail,23,1303.59,56.68,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00535,Grocery,20,1293.21,64.66,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00534,Retail,26,1184.95,45.58,3,0,0,11.54,0.0,0.0,Medium Risk
MERCH00532,Retail,20,752.3,37.61,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00531,Restaurant,26,954.74,36.72,4,0,0,15.38,0.0,0.0,High Risk
MERCH00530,Restaurant,23,1088.66,47.33,4,0,0,17.39,0.0,0.0,High Risk
MERCH00530,Grocery,25,1431.61,57.26,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00529,Retail,21,901.17,42.91,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00527,Restaurant,21,942.2,44.87,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00526,Retail,20,964.55,48.23,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00523,Grocery,21,1078.71,51.37,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00522,Retail,20,882.31,44.12,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00521,Retail,24,1184.18,49.34,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00518,Restaurant,20,755.64,37.78,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00517,Retail,24,1051.48,43.81,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00510,Grocery,22,962.17,43.73,3,0,0,13.64,0.0,0.0,Medium Risk
MERCH00505,Retail,35,2223.6,63.53,4,0,0,11.43,0.0,0.0,Medium Risk
MERCH00503,Retail,21,871.87,41.52,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00501,Restaurant,25,1436.15,57.45,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00501,Grocery,22,1813.35,82.43,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00500,Retail,21,932.58,44.41,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00498,Restaurant,23,891.84,38.78,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00497,Retail,22,1181.85,53.72,4,0,0,18.18,0.0,0.0,High Risk
MERCH00496,Retail,23,1019.98,44.35,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00495,Grocery,21,769.69,36.65,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00492,Restaurant,23,1740.63,75.68,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00492,Grocery,24,1384.59,57.69,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00491,Restaurant,21,1601.61,76.27,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00489,Retail,20,961.8,48.09,3,0,0,15.0,0.0,0.0,High Risk
MERCH00483,Retail,24,1365.78,56.91,3,0,0,12.5,0.0,0.0,Medium Risk
MERCH00481,Retail,27,1955.56,72.43,1,0,0,3.7,0.0,0.0,Low Risk
MERCH00478,Retail,24,949.69,39.57,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00477,Restaurant,20,945.47,47.27,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00473,Retail,26,916.56,35.25,3,0,0,11.54,0.0,0.0,Medium Risk
MERCH00472,Retail,22,922.67,41.94,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00471,Retail,22,1131.46,51.43,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00470,Retail,20,1312.31,65.62,4,0,0,20.0,0.0,0.0,High Risk
MERCH00465,Restaurant,27,1456.99,53.96,3,0,0,11.11,0.0,0.0,Medium Risk
MERCH00459,Retail,22,1347.26,61.24,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00459,Restaurant,23,1719.97,74.78,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00457,Retail,20,1186.39,59.32,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00457,Restaurant,22,1072.9,48.77,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00455,Restaurant,22,1006.09,45.73,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00453,Grocery,24,1664.45,69.35,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00451,Retail,28,1376.62,49.17,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00450,Retail,24,1479.56,61.65,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00448,Retail,21,1082.02,51.52,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00444,Grocery,20,847.62,42.38,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00441,Retail,25,1254.99,50.2,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00440,Grocery,20,867.16,43.36,3,0,0,15.0,0.0,0.0,High Risk
MERCH00439,Retail,25,1834.25,73.37,4,0,0,16.0,0.0,0.0,High Risk
MERCH00439,Grocery,22,1555.15,70.69,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00438,Retail,20,957.6,47.88,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00437,Grocery,20,1040.15,52.01,3,0,0,15.0,0.0,0.0,High Risk
MERCH00435,Restaurant,22,868.52,39.48,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00435,Grocery,20,1057.71,52.89,2,0,0,10.0,0.0,0.0,Medium Risk
